date,value
20151104,6
20100714,5
20101109,2
20170529,1
20061227,4
20090217,3
20141121,3
20200902,8
20060621,6
20140317,1
20100401,2
20060515,2
20171220,1
20141129,3
20111010,7
20181121,1
20090313,3
20150221,5
20160722,7
20140601,4
20120504,2
20080717,3
20160823,6
20121223,3
20161220,1
20130105,3
20070702,3
20101126,6
20120429,6
20180704,1
20090703,5
20160102,2
20100715,6
20110730,6
20170804,5
20101218,6
20151206,3
20081226,8
20060426,4
20070304,5
20070523,8
20190823,3
20070811,9
20110322,4
20140308,6
20130623,7
20110912,4
20180113,2
20120402,4
20061026,2
20120401,1
20061031,7
20111022,11
20200719,9
20080407,3
20120418,5
20131223,5
20140830,5
20200503,5
20080611,3
20170413,1
20190829,1
20150627,3
20061111,6
20080505,4
20070303,3
20121130,9
20130921,6
20061124,2
20190331,4
20170325,2
20150504,8
20060711,7
20171028,2
20120122,3
20070923,5
20200124,1
20150203,1
20130906,4
20070728,9
20140328,5
20171122,1
20170907,3
20160818,4
20170524,3
20120621,6
20151207,5
20101110,2
20080817,7
20110116,8
20070803,5
20090317,3
20081021,5
20130629,9
20091011,4
20150718,2
20130907,7
20190304,2
20131205,1
20171224,2
20160611,7
20070504,3
20090812,4
20191029,2
20140526,5
20170416,7
20110403,3
20111124,6
20200710,6
20110714,3
20100819,4
20140727,8
20140626,1
20190816,4
20110626,10
20090403,2
20140725,3
20171202,3
20060923,6
20121024,3
20150914,2
20090501,4
20171217,2
20200703,7
20111030,6
20080728,6
20090925,3
20201003,5
20151019,2
20200504,1
20100424,5
20200122,1
20200621,5
20190203,2
20070224,2
20060919,7
20181211,1
20100825,4
20200304,2
20201012,4
20161128,4
20180519,3
20160216,4
20100310,2
20070203,2
20100909,5
20200622,9
20140722,4
20081216,4
20120114,2
20180521,4
20061202,5
20100915,1
20060418,3
20140412,5
20100131,4
20110807,7
20120605,3
20090329,5
20060526,4
20141222,4
20080323,7
20180731,5
20140406,5
20200517,6
20170725,3
20130216,2
20121014,9
20160222,1
20140809,3
20080830,8
20160513,3
20061005,2
20200409,1
20111223,2
20090327,3
20111217,4
20120519,9
20170617,5
20140907,3
20130831,10
20100130,5
20070827,6
20100918,9
20090921,7
20140702,5
20200821,9
20080502,3
20070324,1
20111215,4
20150611,3
20201118,1
20100619,7
20080902,4
20120926,4
20100110,3
20151107,3
20170902,1
20140622,7
20090730,6
20080222,2
20070908,5
20201129,6
20120531,3
20091226,6
20130419,4
20090926,10
20100109,4
20120308,7
20121208,3
20160729,1
20070818,3
20150726,3
20130531,8
20060416,7
20110612,3
20150730,1
20130429,3
20110218,2
20180805,8
20140706,16
20091227,5
20160311,4
20150507,6
20100323,2
20150809,6
20151230,5
20061029,8
20120113,4
20070704,4
20080929,7
20080306,1
20090731,8
20140826,2
20100328,4
20170624,8
20180611,2
20091013,2
20170821,4
20160523,2
20070530,6
20150814,6
20061010,4
20180924,2
20150619,3
20190727,4
20090723,5
20080926,4
20060309,2
20140614,3
20150117,3
20170713,3
20071127,3
20131003,6
20110408,4
20160213,3
20140425,3
20070617,9
20100521,4
20201211,7
20100827,2
20181203,4
20151215,3
20070515,6
20121122,4
20130628,4
20160404,2
20110205,4
20150711,8
20090909,4
20171014,2
20060527,4
20090516,8
20071130,3
20191002,3
20080224,3
20130324,5
20150126,3
20081031,4
20121031,2
20201024,6
20060816,8
20070723,3
20191201,4
20180730,1
20060225,3
20110914,4
20151031,8
20080402,3
20200315,3
20201229,5
20150411,2
20160719,4
20101201,2
20100607,2
20061225,6
20160227,3
20171210,2
20140903,4
20070314,3
20160731,2
20190621,1
20110106,4
20060524,5
20160128,2
20060812,6
20160331,2
20120607,3
20090219,2
20170102,3
20200611,3
20190705,12
20130622,7
20091122,5
20161006,2
20080225,2
20101105,2
20191221,3
20070601,6
20150622,6
20060921,5
20100503,3
20090927,6
20201212,5
20060529,8
20161108,1
20131113,1
20121124,3
20111023,5
20060120,2
20070817,4
20141107,6
20160814,8
20200725,7
20060808,7
20180418,2
20150606,3
20150829,4
20120110,3
20071009,4
20110622,3
20180821,2
20140629,10
20180722,5
20080403,6
20091123,4
20110620,4
20190721,4
20120226,6
20071110,5
20140521,5
20200812,7
20120920,2
20080410,3
20100507,3
20190517,2
20160205,1
20150525,3
20180516,2
20180322,3
20180121,2
20140114,3
20130405,1
20151113,2
20190219,1
20060122,9
20130904,5
20150516,5
20061215,6
20150719,5
20070903,8
20060702,8
20160204,5
20081125,1
20110526,2
20090711,9
20161011,2
20170411,4
20151126,6
20200502,3
20160121,4
20160319,2
20101230,4
20090303,2
20181030,1
20091127,7
20090418,4
20090605,1
20140825,2
20060303,1
20191106,3
20190906,2
20101223,3
20080201,3
20150321,3
20120124,3
20130513,4
20160907,5
20191003,4
20141223,3
20141214,8
20170806,4
20200123,3
20111213,4
20201107,5
20081010,5
20130526,3
20180110,1
20091126,5
20070720,5
20140513,2
20131226,2
20200602,8
20161112,3
20070424,5
20071128,2
20170409,4
20070807,5
20191113,2
20140102,4
20060609,5
20130108,6
20110129,4
20141010,4
20141125,2
20060915,3
20120205,6
20070731,10
20090119,2
20061223,5
20111115,4
20090521,5
20150426,6
20141105,3
20120417,8
20200904,7
20120708,8
20120701,8
20180811,5
20200413,1
20180409,3
20090827,4
20090914,3
20170620,2
20140401,5
20170526,4
20150601,2
20140916,3
20190518,5
20100716,4
20150113,1
20150609,9
20060105,4
20110430,8
20190629,3
20140116,2
20070618,4
20070911,4
20131224,4
20160717,6
20060703,5
20090915,2
20170101,7
20060130,3
20060709,9
20180621,4
20130925,4
20150906,7
20090612,3
20191025,3
20110508,3
20160927,5
20170909,5
20060602,4
20120928,3
20110607,5
20170812,1
20190114,2
20200823,9
20160519,3
20170607,2
20060106,3
20060905,4
20110114,4
20081011,4
20140204,3
20100809,7
20150805,6
20201126,3
20070317,1
20160906,4
20060329,3
20130709,4
20200609,3
20180515,2
20110908,3
20180827,1
20180710,4
20191202,2
20190318,2
20110927,7
20081108,4
20130130,3
20090519,3
20101101,4
20060502,3
20070622,3
20131117,3
20080905,7
20070607,5
20201014,4
20120622,3
20181201,1
20101001,4
20091018,4
20060107,2
20090726,7
20170604,3
20070714,6
20111119,4
20191203,2
20101119,3
20060730,11
20080802,6
20170803,3
20180507,1
20111225,4
20160509,1
20100831,4
20080127,9
20061109,4
20110918,8
20130110,7
20190504,1
20161028,2
20180830,1
20150130,3
20151130,2
20090813,3
20120415,7
20200720,7
20060116,4
20180908,1
20141207,3
20190724,5
20150506,6
20110709,5
20180603,2
20091230,1
20100810,7
20060721,6
20150608,5
20081212,2
20130111,1
20110518,4
20180321,1
20100103,2
20151009,5
20080218,2
20150115,1
20130915,2
20090614,9
20120324,4
20181009,2
20110501,6
20140815,3
20130502,2
20121006,3
20100527,5
20120801,2
20080811,3
20111206,3
20100919,7
20140310,3
20130822,5
20101108,5
20180719,1
20140313,3
20071101,5
20061003,6
20080504,8
20120601,2
20080421,4
20180905,2
20090907,7
20091104,2
20200208,5
20060815,3
20120331,2
20130908,5
20130205,2
20080319,3
20100801,11
20080121,5
20130322,1
20120929,4
20140816,5
20111009,11
20160521,6
20100720,4
20080923,5
20131105,2
20140707,4
20160309,2
20140617,6
20130123,2
20171004,2
20170301,2
20080427,7
20150314,6
20121004,5
20130610,3
20140118,3
20090330,6
20171124,3
20080604,7
20090429,3
20200407,3
20100627,10
20200811,7
20180818,5
20200509,1
20100911,9
20131204,4
20201029,2
20140624,4
20110729,3
20200727,10
20060429,4
20140113,4
20150629,4
20170530,1
20080821,6
20110621,6
20151027,2
20120814,3
20200415,2
20160421,4
20081213,6
20061211,3
20140413,3
20060216,2
20200721,5
20160412,3
20080618,4
20140221,2
20060719,5
20200819,8
20200613,6
20180612,1
20150803,3
20080108,2
20170511,1
20070914,4
20190107,2
20101215,2
20100413,4
20071218,1
20111104,3
20100316,4
20060727,4
20121119,4
20100828,6
20181230,3
20160531,6
20170528,3
20150502,1
20190719,3
20100219,3
20151030,2
20091213,4
20150228,2
20091017,6
20141213,3
20200630,8
20190613,2
20130416,3
20201209,5
20111208,3
20151203,5
20140630,3
20201030,1
20191006,4
20170410,4
20091222,4
20110406,5
20161212,3
20070331,7
20180228,4
20170128,2
20191204,2
20091221,4
20151006,2
20100823,4
20101222,3
20141001,3
20080204,1
20111013,3
20171111,5
20180609,4
20111012,5
20191110,5
20200505,3
20061013,3
20161225,3
20201007,2
20191224,1
20130630,4
20201124,3
20111109,5
20110624,5
20100920,3
20131230,3
20161004,2
20100511,3
20200414,2
20100531,10
20130102,2
20170716,1
20170417,3
20090608,7
20071108,2
20060603,8
20100830,3
20140523,2
20090611,2
20151101,5
20190912,3
20191216,2
20200616,4
20100925,7
20160808,5
20090117,2
20160706,1
20080720,4
20090815,11
20171207,1
20081019,3
20120702,9
20130821,6
20131211,1
20110806,12
20120525,5
20120822,3
20140119,2
20080702,7
20071103,5
20160901,5
20120108,2
20170910,4
20160928,3
20091225,7
20130131,2
20130120,2
20180314,2
20130802,1
20140206,1
20170121,4
20190306,1
20160408,3
20160613,4
20140603,3
20130621,6
20121121,2
20080520,2
20191028,4
20180708,6
20090103,5
20120224,2
20160530,2
20090610,2
20120406,2
20110623,2
20120530,1
20090729,5
20141221,5
20090814,4
20131116,3
20180525,4
20160817,5
20071230,7
20060211,4
20080718,6
20081221,4
20081107,4
20081017,4
20060428,5
20170215,4
20120420,5
20191018,1
20180605,1
20121120,2
20110706,3
20170614,2
20200526,5
20140719,5
20150529,4
20090720,5
20141011,4
20161204,4
20080425,3
20201001,2
20181221,2
20120905,2
20111127,3
20060615,3
20060718,6
20070119,3
20070521,2
20100609,3
20150610,5
20080124,3
20100117,3
20110823,6
20150628,3
20170911,3
20160724,2
20150313,3
20190429,1
20111214,4
20181226,3
20140515,4
20200427,3
20121101,5
20120819,1
20190315,2
20120118,3
20091022,4
20090323,1
20141130,2
20191210,3
20060825,8
20081122,5
20160417,3
20170705,5
20110212,4
20060403,4
20100712,2
20101229,2
20110728,9
20111107,5
20081025,7
20140505,4
20141126,6
20070323,2
20160218,2
20150312,2
20190430,2
20090508,4
20120914,4
20181231,2
20070509,5
20200605,6
20190108,2
20160723,3
20140619,5
20120306,3
20081130,5
20060401,5
20191024,3
20060421,7
20060913,5
20070109,2
20121023,3
20160229,5
20160125,1
20161023,4
20090224,2
20170829,2
20130512,2
20130510,4
20181026,3
20101012,4
20141229,2
20100308,2
20151213,7
20071010,5
20090619,7
20120303,6
20200924,3
20120807,6
20110712,4
20200314,5
20200711,11
20160308,4
20080331,4
20090804,4
20060419,3
20170211,2
20130517,2
20110313,5
20190704,3
20150325,1
20131026,4
20100805,3
20150414,2
20170628,1
20071114,3
20060224,2
20150425,3
20140803,4
20070312,3
20090704,9
20201218,6
20090318,3
20160819,4
20100621,8
20060805,7
20080921,8
20080825,3
20090110,7
20090115,2
20090320,2
20070408,2
20061213,3
20070403,2
20130320,2
20110522,2
20190106,3
20120718,3
20180205,3
20170117,2
20141209,1
20120714,7
20170116,3
20080619,4
20121123,5
20140919,3
20160320,2
20160111,3
20141118,2
20170422,3
20191026,4
20180118,4
20130317,3
20111204,8
20110817,5
20141102,6
20160103,3
20080721,5
20190922,4
20090722,3
20120603,3
20200531,5
20060819,6
20081014,3
20171128,1
20070321,3
20140723,2
20140403,2
20120425,5
20100820,3
20200119,1
20180926,3
20201120,5
20200714,10
20151219,5
20080409,1
20200329,2
20080617,2
20130330,5
20200913,6
20140502,7
20190805,4
20111001,4
20160219,5
20141115,3
20200125,5
20060729,4
20070727,7
20171225,5
20130714,4
20120501,3
20200914,3
20060213,2
20150306,2
20181225,1
20190328,1
20190628,5
20190515,1
20090201,6
20090903,3
20151016,1
20111222,5
20091015,3
20070115,3
20070922,5
20060319,3
20061108,3
20091117,5
20110916,4
20180410,1
20080309,6
20130730,3
20060725,3
20130530,2
20080511,7
20090306,4
20171222,3
20090411,4
20200523,3
20140610,2
20110511,5
20190923,5
20130603,5
20080523,2
20120315,3
20190815,2
20191005,4
20130201,2
20150308,2
20161104,3
20201122,8
20150329,1
20201205,4
20080210,1
20100428,4
20081208,2
20110202,6
20070505,9
20061025,5
20101130,4
20180522,1
20200929,2
20100618,3
20190208,1
20150323,4
20170103,3
20140111,4
20140426,5
20131028,3
20131109,4
20101013,2
20151231,4
20131214,3
20120511,3
20151211,4
20111011,3
20120403,1
20150808,5
20120808,5
20190415,1
20160712,1
20181111,1
20190531,1
20090721,5
20060617,6
20101112,4
20140227,1
20130104,2
20091113,3
20130810,7
20070129,5
20170428,6
20120422,5
20080422,6
20190312,4
20180324,4
20171226,2
20190323,3
20140410,4
20140621,8
20110717,12
20120421,2
20100403,5
20060202,2
20100329,2
20180517,2
20100128,1
20170925,4
20141104,3
20190519,3
20080324,4
20171211,1
20070406,2
20071109,6
20060724,4
20061217,5
20110507,5
20100804,3
20110214,3
20190614,2
20120310,5
20120809,2
20200426,1
20090423,4
20160630,5
20150819,2
20110309,1
20171016,1
20200419,3
20100208,6
20090420,5
20100129,3
20130706,3
20200417,1
20080819,2
20160527,5
20201101,4
20080327,2
20060829,3
20180506,4
20090928,5
20130927,4
20081115,4
20070924,3
20060328,3
20120131,4
20060323,3
20060427,2
20080203,4
20200824,7
20150817,4
20110411,7
20190720,1
20100227,4
20090602,5
20201006,7
20090124,7
20090724,4
20170322,2
20180518,1
20170430,2
20130616,8
20150307,3
20090609,3
20161122,1
20120502,2
20091212,3
20090810,4
20080205,2
20181017,2
20150331,4
20181008,2
20070919,2
20080627,5
20120821,5
20080328,3
20180218,1
20150304,3
20100905,3
20181126,2
20150108,2
20170720,2
20070126,2
20100508,3
20151226,5
20130422,5
20140319,1
20060320,4
20200923,6
20170704,2
20071015,3
20080614,6
20121025,2
20090830,6
20060118,3
20120515,1
20151005,2
20100206,4
20160409,2
20160721,3
20140921,4
20170527,10
20060706,2
20170711,2
20101025,3
20160616,4
20061130,6
20200521,4
20190226,2
20191205,1
20201013,3
20081206,5
20131126,2
20091004,2
20190210,2
20190521,1
20121022,4
20200501,1
20121030,4
20080913,9
20200911,4
20130923,5
20141123,1
20060217,7
20121012,2
20190712,3
20091224,3
20110112,1
20060530,3
20180912,4
20140714,4
20121104,4
20151025,3
20160507,3
20201208,3
20190224,2
20160718,5
20111116,2
20091216,1
20190102,1
20140827,6
20100816,4
20100914,3
20180610,1
20060823,2
20160702,2
20060413,3
20140331,2
20170815,4
20130823,5
20170316,1
20150403,3
20140701,4
20060907,4
20180613,4
20190917,3
20081127,4
20130411,5
20150319,1
20120803,4
20080925,1
20101206,4
20171006,2
20090629,6
20130829,3
20200708,5
20170507,2
20110815,4
20130407,1
20200106,1
20090425,7
20161027,1
20191027,3
20110509,5
20180126,1
20180804,4
20190120,1
20101102,2
20190707,3
20111114,1
20070417,3
20090113,5
20130412,1
20110108,1
20130617,9
20141004,3
20071123,3
20190726,2
20180701,2
20090526,3
20130702,3
20090617,3
20180526,3
20161024,1
20140620,3
20200610,2
20070114,2
20120125,1
20170418,3
20200729,3
20081119,6
20111007,3
20100710,2
20070626,3
20201112,4
20100824,2
20101014,2
20131124,2
20141119,3
20091115,7
20171105,1
20150813,3
20161123,6
20190728,8
20091021,1
20090908,1
20060929,4
20100614,5
20120916,6
20130604,2
20200401,2
20090311,3
20061110,1
20081105,3
20080302,3
20070102,3
20151014,4
20171023,4
20080612,2
20060503,3
20170329,2
20180822,1
20141022,3
20171106,1
20140202,1
20101111,2
20201002,2
20140218,3
20090213,1
20180505,4
20100303,1
20131213,3
20150701,3
20150815,5
20140409,3
20130824,7
20140509,2
20180306,2
20100617,2
20110312,5
20100305,3
20190416,4
20120508,2
20090109,1
20140813,4
20090325,6
20151010,3
20150102,6
20101219,2
20110818,3
20110711,5
20070503,2
20200825,3
20111005,1
20171229,4
20120619,5
20120112,3
20180415,1
20150921,4
20101018,2
20070604,1
20090828,2
20110102,2
20120426,1
20060906,1
20060124,3
20150812,3
20111008,5
20130509,2
20070225,3
20060521,8
20070520,5
20081101,5
20090419,5
20100730,2
20121128,2
20070216,2
20120128,4
20180427,3
20200312,1
20080424,9
20190311,2
20170223,1
20090228,4
20111029,4
20170613,2
20080827,2
20140226,1
20151228,3
20150620,5
20151223,1
20081007,2
20170719,3
20061209,2
20181209,2
20100721,4
20090806,2
20160215,3
20080506,3
20161021,1
20181024,1
20071206,3
20180224,2
20140504,4
20130307,2
20141028,3
20100430,5
20110226,3
20061216,4
20101221,2
20140516,3
20071106,5
20201203,3
20190817,2
20080426,5
20150124,2
20080221,2
20171219,3
20100529,4
20180130,1
20160825,2
20081008,3
20121125,5
20070809,4
20160810,3
20070524,5
20070201,3
20170904,6
20110319,7
20091220,3
20191011,2
20140910,2
20081222,3
20191220,1
20090308,2
20130529,3
20130316,2
20081102,2
20190827,4
20060327,3
20070926,2
20081009,5
20180929,3
20150105,4
20190818,2
20191231,2
20140506,3
20191206,3
20080629,6
20120223,2
20160511,3
20190926,3
20070218,3
20110723,6
20130803,5
20081123,3
20110416,4
20110812,6
20060501,7
20081006,3
20150915,1
20130331,2
20100322,4
20110124,2
20090321,3
20201113,2
20150219,3
20150901,5
20120711,5
20140120,4
20061020,7
20110228,2
20180430,1
20190730,2
20130129,2
20060623,10
20200103,1
20090515,5
20080620,3
20131008,2
20180115,2
20070629,5
20200318,1
20150225,1
20081230,6
20100123,6
20130718,2
20110602,4
20090128,3
20091124,3
20170619,2
20081201,5
20130519,4
20071201,4
20111113,8
20070513,4
20100603,3
20190915,4
20161117,2
20200328,1
20110630,5
20150125,6
20170817,2
20130817,3
20080622,8
20170728,2
20070611,5
20190821,3
20080526,11
20100623,1
20150501,1
20160911,1
20111212,6
20150419,6
20161226,2
20170506,1
20160821,9
20160730,4
20060513,4
20201009,4
20080616,1
20111219,2
20170820,10
20160305,3
20070519,3
20190118,1
20150227,2
20170219,4
20130704,5
20060911,5
20110414,3
20200805,4
20160325,4
20091027,2
20080907,5
20201111,4
20140314,5
20091031,2
20080408,3
20180528,6
20120127,3
20111128,2
20161029,7
20110210,3
20100930,3
20130409,4
20170320,1
20130114,1
20101006,4
20081209,1
20160725,4
20170510,2
20121109,2
20171018,2
20200229,1
20120727,2
20060305,4
20141101,4
20151122,3
20170130,2
20190716,1
20091008,4
20130328,2
20100519,3
20091006,2
20161116,2
20190112,2
20140908,4
20180413,4
20110731,6
20060926,5
20130421,1
20190608,4
20080731,2
20151129,2
20141027,2
20140923,3
20120612,3
20140905,5
20180808,2
20180305,3
20110616,2
20070410,1
20130729,2
20101205,6
20080227,1
20201031,6
20080501,3
20140812,5
20131023,4
20100202,1
20170424,4
20170917,6
20180916,1
20161025,1
20201231,4
20181112,3
20160607,2
20140419,6
20200129,1
20121213,4
20060218,2
20130126,2
20200326,1
20090312,1
20100707,4
20100625,6
20140325,2
20101020,4
20200701,2
20110629,3
20090916,6
20140730,7
20181028,3
20060131,2
20111121,5
20191023,2
20090929,2
20170629,2
20200828,6
20170401,2
20100528,4
20130710,4
20090522,4
20120208,6
20151001,1
20140705,5
20170314,2
20150722,3
20140611,4
20170127,4
20100725,6
20110720,5
20201004,1
20090408,2
20150724,5
20200918,5
20150705,4
20170531,5
20070713,6
20110131,5
20070625,5
20061012,5
20191009,2
20081024,3
20131121,1
20190622,2
20140912,4
20131225,5
20080703,4
20171204,2
20080117,1
20150927,2
20140519,4
20070214,1
20120423,2
20130722,1
20100104,1
20150521,4
20131231,1
20060114,5
20131122,10
20180714,2
20130715,1
20100331,4
20071222,4
20160925,3
20200816,7
20110825,7
20071208,3
20150215,2
20121230,3
20190810,4
20131118,6
20090821,3
20150118,5
20150804,3
20191004,2
20110203,2
20170225,1
20190309,5
20060214,1
20180715,3
20140316,3
20110401,4
20150211,1
20150528,3
20070211,6
20111117,4
20080216,7
20090218,4
20190422,3
20110301,3
20060423,5
20130912,2
20180428,1
20120609,7
20160402,2
20090215,1
20141217,2
20140804,2
20140609,3
20110111,2
20160211,2
20160514,2
20060717,5
20130911,5
20090207,3
20160314,2
20150830,5
20061002,4
20060713,5
20141016,2
20080401,3
20180212,1
20060220,2
20070205,2
20090707,5
20201222,6
20090529,4
20170710,1
20170104,2
20120820,5
20190322,3
20121009,3
20200510,3
20130612,1
20200219,2
20160403,2
20121220,4
20140805,3
20090413,2
20160804,5
20070921,4
20110701,2
20160313,7
20190408,6
20071203,3
20070502,3
20150123,2
20160415,4
20150527,5
20080725,2
20190125,2
20150213,3
20090210,3
20130402,3
20191103,2
20140427,2
20100120,2
20191128,2
20150114,4
20100309,2
20110523,2
20080214,3
20190316,3
20190524,4
20110429,3
20110115,4
20130223,2
20170309,2
20121222,3
20061007,5
20140821,3
20090104,3
20190819,1
20090923,3
20180628,2
20171024,2
20181106,1
20171118,4
20060404,3
20141008,3
20070706,4
20111105,3
20180625,1
20070202,3
20110128,1
20160317,2
20100105,1
20141023,4
20200520,3
20121102,3
20161215,1
20160824,1
20130924,1
20060221,4
20130208,4
20131010,3
20120602,4
20151022,3
20120219,3
20071029,2
20170915,1
20201116,4
20101207,4
20170608,2
20120921,4
20151105,2
20070411,2
20170605,1
20150223,2
20140602,3
20130315,3
20100106,1
20120716,2
20081223,2
20190522,2
20131114,3
20200203,1
20070716,7
20170928,1
20190511,1
20100201,6
20071121,2
20080519,4
20080715,5
20151119,3
20100907,1
20140309,2
20200722,4
20200429,3
20070112,4
20181202,1
20170826,2
20061201,4
20161207,1
20071002,4
20130319,1
20190503,2
20090616,3
20110603,2
20200127,1
20201219,3
20130804,3
20100422,1
20130124,1
20190421,1
20131102,1
20170310,1
20110920,3
20150104,1
20130828,4
20190130,2
20130611,1
20090105,2
20080818,6
20200327,3
20150315,3
20121111,7
20180820,2
20101220,2
20161114,3
20160610,3
20090913,2
20161109,3
20110606,2
20180323,1
20060203,2
20180619,4
20060811,7
20110409,2
20120123,1
20170519,3
20121018,1
20200925,4
20141122,6
20130325,2
20091120,4
20200309,4
20080209,5
20061226,4
20110520,1
20091130,2
20161203,2
20100922,5
20071226,1
20060610,4
20160209,2
20111218,4
20190706,2
20170520,2
20101224,3
20111123,5
20090206,1
20180513,2
20170726,1
20060302,3
20131216,2
20100913,1
20140224,2
20181010,3
20141216,1
20121001,3
20180723,3
20060803,4
20200214,2
20100111,2
20081013,4
20181206,2
20090324,2
20170701,5
20150712,4
20060207,1
20180903,6
20160505,1
20151212,2
20151127,4
20121212,4
20150417,5
20060312,1
20100530,6
20060129,4
20130516,4
20100224,1
20070428,5
20111110,2
20111126,3
20121008,2
20110822,3
20130112,1
20130917,2
20130619,2
20071126,3
20160328,2
20111106,2
20181122,1
20100713,2
20190305,3
20070912,4
20140417,3
20120409,2
20170327,1
20160107,1
20121106,1
20060619,5
20160226,2
20140201,3
20190124,1
20110204,2
20200424,1
20150603,2
20100313,5
20080911,4
20200118,3
20150704,6
20180308,1
20100315,4
20190619,2
20120810,2
20120322,1
20100624,3
20080411,2
20060121,5
20080822,7
20141128,2
20090412,3
20161217,2
20200528,1
20190717,2
20130926,3
20150818,2
20181212,2
20190710,1
20070316,2
20070111,3
20191031,3
20060210,2
20070208,4
20110121,4
20170922,2
20131017,1
20140430,1
20061218,3
20190822,3
20190126,2
20180326,1
20070307,3
20170415,3
20110915,2
20200204,1
20140831,6
20070311,2
20130214,3
20180909,2
20190602,2
20130423,1
20150923,1
20151225,5
20130212,1
20070305,2
20081002,2
20080109,1
20090513,6
20121211,4
20120330,2
20150428,1
20160414,4
20140524,3
20120119,2
20140822,3
20061206,3
20131004,5
20181117,1
20130708,1
20100330,2
20150406,2
20170304,2
20180523,1
20080130,2
20081126,2
20100114,3
20070608,4
20151020,4
20070621,2
20070808,4
20160715,4
20080322,3
20170610,2
20160709,4
20180907,3
20080120,2
20150222,3
20080608,3
20150930,1
20181019,1
20091014,2
20110323,3
20130506,1
20180807,1
20190423,3
20120301,3
20070123,1
20120731,4
20170204,1
20121204,1
20061023,5
20100209,2
20131001,3
20200416,1
20090225,4
20130520,1
20201214,3
20140115,2
20181216,1
20161020,2
20131210,2
20160405,2
20201225,4
20080521,3
20170427,4
20181114,2
20100616,3
20190610,2
20180711,2
20130408,3
20160510,2
20100724,4
20061014,7
20140209,2
20161101,2
20150918,1
20090203,2
20151116,6
20140125,1
20060622,5
20180101,4
20160701,2
20131029,3
20110809,6
20180116,5
20171231,2
20161121,3
20160815,2
20120126,1
20070326,2
20180328,2
20070724,4
20200626,9
20060608,2
20170914,1
20180614,2
20200730,2
20120523,5
20140929,1
20141219,3
20161209,3
20120227,3
20171101,2
20201011,7
20160909,4
20171127,2
20180109,3
20061101,3
20201008,1
20071102,6
20160114,3
20140205,2
20120427,1
20190202,2
20130202,2
20071116,3
20131007,1
20090106,1
20080912,2
20071122,2
20121231,3
20170502,2
20191015,1
20141003,4
20111224,3
20200330,1
20140729,2
20200607,4
20190103,2
20120222,1
20090204,1
20150920,5
20161102,2
20160910,3
20131129,5
20110118,1
20140203,2
20150131,3
20120312,2
20081121,2
20120924,1
20120105,3
20070507,5
20120316,1
20120104,1
20140728,2
20060206,1
20140623,1
20160915,4
20180629,1
20171108,1
20150626,2
20150217,1
20150928,2
20200212,1
20191021,1
20130507,2
20120614,1
20091228,3
20180919,3
20070620,3
20180914,3
20060925,4
20190904,3
20201221,3
20081211,4
20191010,1
20140909,1
20180103,4
20140716,1
20160728,1
20160902,4
20161022,3
20100706,2
20200121,2
20160912,5
20170402,1
20151124,3
20080107,5
20180309,2
20161214,2
20150617,3
20150607,3
20180423,3
20060318,1
20161219,2
20180828,1
20100122,5
20190808,2
20110329,1
20141120,3
20180404,1
20160522,3
20090717,5
20150703,4
20180824,2
20200820,4
20090918,2
20190205,1
20180817,2
20110525,3
20071215,2
20171003,1
20071005,3
20100520,2
20120723,3
20190111,2
20130806,3
20190914,2
20120326,3
20190530,2
20180416,2
20121127,2
20180127,3
20190731,1
20160822,4
20150311,2
20060629,1
20130515,1
20190325,1
20171216,3
20100615,2
20201106,4
20130401,2
20091211,2
20090316,1
20120307,2
20180204,1
20200529,3
20070927,2
20160410,1
20130206,1
20180725,2
20181031,5
20190320,1
20110201,1
20130128,1
20140721,3
20171212,1
20180829,1
20090319,2
20060405,2
20190319,1
20140124,4
20180219,3
20110816,7
20190806,3
20180922,2
20150101,2
20090126,2
20120720,2
20170503,2
20071105,3
20140818,3
20101209,1
20150330,2
20170414,1
20130217,2
20190907,1
20180509,2
20120713,2
20120327,1
20101011,2
20150604,1
20121108,1
20121026,1
20200915,4
20101002,2
20180213,1
20200303,3
20091109,3
20180627,1
20060321,3
20080405,5
20191226,1
20141203,3
20181118,1
20160504,1
20090505,1
20110419,2
20130809,1
20150508,3
20170808,2
20070221,3
20100417,2
20150826,2
20160720,2
20200115,2
20160329,2
20130312,1
20190121,1
20101122,5
20110707,5
20130425,3
20080915,2
20170621,4
20071115,1
20151201,2
20160515,2
20160318,3
20170318,2
20120524,2
20130302,3
20200213,1
20190908,1
20130127,5
20190104,2
20171009,2
20130106,4
20091119,2
20090805,4
20100102,2
20200306,1
20120405,1
20161208,3
20140107,1
20171011,1
20151117,2
20110502,3
20140930,1
20190109,1
20111216,3
20140828,2
20140320,2
20201230,2
20200920,4
20170521,2
20091029,2
20090417,6
20100113,1
20121114,2
20150127,2
20190714,6
20111229,1
20170828,1
20170331,1
20080603,2
20110828,1
20100429,7
20190228,1
20150505,5
20100608,3
20100902,4
20140605,1
20170326,2
20160221,1
20150510,4
20141231,3
20140327,2
20160524,1
20121107,3
20200201,1
20080420,2
20200101,3
20140210,1
20091209,3
20170718,1
20131130,3
20180405,1
20090716,4
20110810,3
20190606,2
20200919,3
20190630,4
20191207,3
20160301,1
20140407,3
20190916,2
20141218,2
20191119,1
20200112,3
20161001,2
20150220,2
20080317,2
